City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
157,Souillac,MU,71.98,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
158,Canton,CN,78.75,broken clouds,23.1167,113.25,Shangjiuwan Hotel
159,Saint-Philippe,RE,71.19,few clouds,-21.3585,55.7679,Le four à pain
161,Dalbandin,PK,89.64,overcast clouds,28.8947,64.4101,Sanjrani House
164,Ixtapa,MX,85.23,few clouds,20.7,-105.2,hotel la terminal
165,Lagoa,PT,74.1,few clouds,39.05,-27.9833,Casa Das Faias
167,Ribeira Grande,PT,77.4,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
168,Boma,GH,78.82,light rain,7.0805,-2.1697,Obaatanpa Hotel
169,Meulaboh,ID,78.26,overcast clouds,4.1363,96.1285,Kost Pria
172,Thompson,CA,73.56,few clouds,55.7435,-97.8558,Burntwood Hotel
174,Enshi,CN,80.74,overcast clouds,30.3,109.4833,Moevenpick Enshi
176,Bambanglipuro,ID,76.82,overcast clouds,-7.95,110.2833,Puri Brata
177,Correntina,BR,82.51,clear sky,-13.3433,-44.6367,Hotel Pousada dos Sonhos
178,Hanyang,CN,76.82,broken clouds,32.1371,105.5126,Forestry Hostel
183,Qui Nhon,VN,80.65,heavy intensity rain,13.7667,109.2333,Seagull Hotel
184,Saint-Pierre,RE,71.28,clear sky,-21.3393,55.4781,Alize Plage
186,Royan,FR,80.82,overcast clouds,45.6285,-1.0281,CERISE Royan - Le Grand Hôtel de la Plage
187,Aktau,KZ,86.58,broken clouds,43.65,51.2,Silk Way Hotel
189,Ojinaga,MX,72.55,clear sky,29.5667,-104.4167,Suites Las Palmas
190,Guerrero Negro,MX,72.25,scattered clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
191,Gerede,TR,72.03,few clouds,40.8008,32.1969,Hotel Konuk
194,Faya,SA,72.12,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
196,Nikolskoye,RU,80.49,clear sky,59.7035,30.7861,Tourist House - Sablino
197,Palafrugell,ES,88.56,clear sky,41.9174,3.1631,Hotel La Torre
198,Lahaina,US,78.8,clear sky,20.8783,-156.6825,Lahaina Shores Beach Resort
199,Kahului,US,78.82,clear sky,20.8947,-156.47,Maui Seaside Hotel
201,Sao Filipe,CV,78.24,overcast clouds,14.8961,-24.4956,Hotel Xaguate
202,Vuktyl,RU,71.55,scattered clouds,63.8567,57.3094,Mini-Hotel Lokomotiv
203,Piacabucu,BR,78.51,few clouds,-10.4056,-36.4344,Piaçabuçu News
207,Makat,KZ,80.37,overcast clouds,47.6469,53.3463,Umit
208,Udayagiri,IN,70.75,overcast clouds,20.1333,84.3833,Hotel Disha
209,Mahebourg,MU,71.89,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
212,Tura,IN,76.91,scattered clouds,25.5198,90.2201,Hotel RIKMAN Continental
213,Abha,SA,71.85,scattered clouds,18.2164,42.5053,Abha Hotel
214,La Ronge,CA,71.85,broken clouds,55.1001,-105.2842,Northland Motor Hotel
218,Naze,JP,81.52,overcast clouds,28.3667,129.4833,Shishime Hotel
219,Scarborough,GB,74.77,broken clouds,54.2797,-0.4044,The Grand Hotel Scarborough
221,Banda Aceh,ID,80.24,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
222,Laguna,US,80.17,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
224,Karlskrona,SE,75.65,overcast clouds,56.1616,15.5866,First Hotel Statt
225,Avarua,CK,75.25,broken clouds,-21.2078,-159.775,Paradise Inn
228,Nantucket,US,80.71,few clouds,41.2835,-70.0995,Jared Coffin House
230,Champerico,GT,82.08,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
231,Chipinge,ZW,71.65,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
232,Victoria,HK,86.38,few clouds,22.2855,114.1577,Mini Central
233,Sonoita,MX,80.4,clear sky,31.85,-112.8333,Hotel internacional
236,San Andres,CO,86.02,few clouds,12.5847,-81.7006,Hotel Arena Blanca
241,Vila Velha,BR,71.55,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
247,Bud,US,79.02,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
251,Damaturu,NG,82.76,light rain,11.747,11.9608,"Hayas Guest Inn, Central Roundabout, Gujba Road"
253,Buenavista,PH,76.78,moderate rain,8.9769,125.4089,Room For Rent
255,Hoogeveen,NL,79.03,clear sky,52.6833,6.5833,@Liset
259,Caucaia,BR,88.3,scattered clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
266,Vieux-Habitants,GP,84.7,few clouds,16.0589,-61.7659,Habitation GETZ
268,Palu,ID,75.78,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
270,Tebingtinggi,ID,75.45,overcast clouds,3.3285,99.1625,Hotel Malibou tebing tinggi
