City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
223,Hualmay,-11.0964,-77.6139,64.53,73,44,8.68,PE,scattered clouds
224,Karlskrona,56.1616,15.5866,75.65,63,100,8.88,SE,overcast clouds
225,Avarua,-21.2078,-159.775,75.25,83,75,17.27,CK,broken clouds
226,Palmares Do Sul,-30.2578,-50.5097,58.05,54,0,12.75,BR,clear sky
227,College,64.8569,-147.8028,54.23,72,75,5.75,US,haze
228,Nantucket,41.2835,-70.0995,80.71,78,20,12.66,US,few clouds
229,Pevek,69.7008,170.3133,45.7,58,9,10.51,RU,clear sky
230,Champerico,14.3,-91.9167,82.08,73,83,3.06,GT,broken clouds
231,Chipinge,-20.1883,32.6236,71.65,30,1,5.53,ZW,clear sky
232,Victoria,22.2855,114.1577,86.38,86,22,11.01,HK,few clouds
233,Sonoita,31.85,-112.8333,80.4,68,5,6.69,MX,clear sky
234,Ust-Maya,60.4167,134.5333,55.04,67,100,3.38,RU,overcast clouds
235,Qaanaaq,77.484,-69.3632,37.81,52,97,4.74,GL,overcast clouds
236,San Andres,12.5847,-81.7006,86.02,79,20,10.36,CO,few clouds
237,Sayat,38.7839,63.8803,84.07,13,0,22.08,TM,clear sky
238,Barra Patuca,15.8,-84.2833,82.33,80,100,7.25,HN,overcast clouds
239,Chukhloma,58.7525,42.6825,68.88,53,100,4.16,RU,overcast clouds
240,Fortuna,40.5982,-124.1573,58.35,94,100,0.0,US,overcast clouds
241,Vila Velha,-20.3297,-40.2925,71.55,86,75,24.0,BR,broken clouds
242,Bilibino,68.0546,166.4372,44.13,66,0,3.69,RU,clear sky
243,Upernavik,72.7868,-56.1549,38.46,63,6,5.7,GL,clear sky
244,Longyearbyen,78.2186,15.6401,40.84,75,40,13.8,SJ,scattered clouds
245,Henties Bay,-22.116,14.2845,62.29,58,76,17.54,NA,broken clouds
246,Yulara,-25.2406,130.9889,52.02,42,9,9.1,AU,clear sky
247,Bud,39.447,-86.1758,79.02,80,100,6.69,US,overcast clouds
248,Oranjemund,-28.55,16.4333,58.78,65,0,21.94,NA,clear sky
249,Marawi,7.9986,124.2928,69.1,91,100,3.87,PH,moderate rain
250,Bulgan,48.8125,103.5347,45.66,93,93,4.29,MN,overcast clouds
251,Damaturu,11.747,11.9608,82.76,64,100,9.48,NG,light rain
252,Emerald,-23.5333,148.1667,51.35,62,0,12.39,AU,clear sky
253,Buenavista,8.9769,125.4089,76.78,90,100,2.93,PH,moderate rain
254,Araguacu,-12.9306,-49.8264,92.66,19,5,12.93,BR,clear sky
255,Hoogeveen,52.6833,6.5833,79.03,31,0,11.03,NL,clear sky
256,Huarmey,-10.0681,-78.1522,65.93,73,62,6.82,PE,broken clouds
257,Ilulissat,69.2167,-51.1,42.82,56,75,5.75,GL,broken clouds
258,Brae,60.3964,-1.353,56.17,74,20,18.3,GB,few clouds
259,Caucaia,-3.7361,-38.6531,88.3,51,40,12.66,BR,scattered clouds
260,Lompoc,34.6391,-120.4579,65.57,98,100,4.61,US,mist
261,Boguchany,58.3814,97.4531,51.66,96,100,4.99,RU,overcast clouds
262,Pisco,-13.7,-76.2167,61.02,77,100,3.44,PE,mist
263,Kosh-Agach,50.0,88.6667,36.25,62,21,6.58,RU,few clouds
264,Mount Isa,-20.7333,139.5,56.97,28,0,9.22,AU,clear sky
265,Nuuk,64.1835,-51.7216,41.61,93,100,10.36,GL,light intensity drizzle
266,Vieux-Habitants,16.0589,-61.7659,84.7,72,22,13.42,GP,few clouds
267,Aswan,24.0934,32.907,106.03,10,4,16.35,EG,clear sky
268,Palu,-0.8917,119.8707,75.78,91,99,3.65,ID,overcast clouds
269,Viljoenskroon,-27.2084,26.9485,57.42,23,0,13.38,ZA,clear sky
270,Tebingtinggi,3.3285,99.1625,75.45,94,100,1.79,ID,overcast clouds
271,Pitimbu,-7.4706,-34.8086,82.99,64,13,17.45,BR,few clouds
272,Gazli,40.1333,63.45,84.18,12,0,20.54,UZ,clear sky
273,Mount Gambier,-37.8333,140.7667,38.28,84,65,3.36,AU,broken clouds
274,Mombetsu,44.3525,143.3525,68.07,80,28,12.26,JP,scattered clouds
275,Verkhnevilyuysk,63.4453,120.3167,44.89,95,100,3.91,RU,overcast clouds
276,Cidreira,-30.1811,-50.2056,55.96,62,0,13.69,BR,clear sky
277,Alofi,-19.0595,-169.9187,62.49,100,24,1.14,NU,few clouds
278,Pudozh,61.8099,36.5345,76.82,37,23,5.37,RU,few clouds
279,Bonthe,7.5264,-12.505,74.16,94,100,9.62,SL,moderate rain
280,Matay,28.419,30.7792,101.84,16,0,11.72,EG,clear sky
281,Singaraja,-8.112,115.0882,76.91,75,47,5.23,ID,scattered clouds
282,Mancio Lima,-7.6142,-72.8958,68.07,64,0,8.05,BR,clear sky
283,Saint-Augustin,51.226,-58.6502,65.61,74,91,13.18,CA,overcast clouds
284,Wisla,49.6563,18.8591,73.47,96,91,5.77,PL,overcast clouds
285,Beaufort,5.3473,115.7455,76.05,94,60,2.89,MY,light rain
286,Labuhan,-6.8844,112.2051,78.69,74,100,9.73,ID,overcast clouds
287,Teya,60.3778,92.6267,55.11,67,100,6.22,RU,overcast clouds
288,Olinda,-8.0089,-34.8553,80.33,61,40,17.27,BR,scattered clouds
289,San Fernando,15.0286,120.6898,78.53,94,100,8.01,PH,moderate rain
290,Kambove,-10.8764,26.5969,84.42,16,6,5.77,CD,clear sky
291,Copiapo,-27.3667,-70.3333,49.69,35,0,5.28,CL,clear sky
292,Mpongwe,-13.5091,28.155,86.43,12,1,6.73,ZM,clear sky
293,Tulle,45.3333,1.8333,80.55,36,2,6.64,FR,clear sky
294,Coihaique,-45.5752,-72.0662,45.21,87,100,3.44,CL,light intensity shower rain
295,Imeni Zhelyabova,58.9544,36.5956,73.85,32,90,8.37,RU,overcast clouds
296,Mikkeli,61.6886,27.2723,78.91,44,0,11.5,FI,clear sky
297,Murgab,37.4966,61.9714,89.47,20,0,6.91,TM,clear sky
298,Norman Wells,65.282,-126.8329,51.84,93,75,9.22,CA,broken clouds
299,Gwembe,-16.4975,27.6069,75.29,12,0,7.99,ZM,clear sky
300,Severo-Kurilsk,50.6789,156.125,53.35,98,100,15.32,RU,overcast clouds
301,Padang,-0.9492,100.3543,75.94,94,100,2.21,ID,overcast clouds
302,Northam,51.0333,-4.2167,71.38,75,9,16.55,GB,clear sky
303,Mattru,7.6244,-11.8332,73.36,96,100,4.56,SL,moderate rain
304,Saharanpur,29.9667,77.55,76.28,89,100,5.82,IN,overcast clouds
305,Bamut,43.1599,45.1973,87.75,41,40,6.2,RU,scattered clouds
306,Mackenzie,55.2999,-123.1698,61.02,82,0,0.0,CA,clear sky
307,Urengoy,65.9667,78.3667,49.24,70,100,17.83,RU,overcast clouds
308,Necochea,-38.5473,-58.7368,59.76,40,70,16.06,AR,broken clouds
309,Bilma,18.6853,12.9164,98.29,29,100,3.69,NE,overcast clouds
310,Mana,5.6592,-53.7767,86.38,64,96,9.51,GF,overcast clouds
311,Kulhudhuffushi,6.6221,73.07,82.24,74,100,11.1,MV,overcast clouds
312,Rawlins,41.7911,-107.2387,62.49,51,0,4.61,US,clear sky
313,Gigante,2.3868,-75.5453,68.49,93,100,3.71,CO,overcast clouds
314,Portland,45.5234,-122.6762,66.47,86,100,5.99,US,light intensity drizzle
315,Saldanha,-33.0117,17.9442,59.05,63,25,14.36,ZA,scattered clouds
316,Sageata,45.1,26.9833,90.5,36,2,8.25,RO,clear sky
317,Porto Belo,-27.1578,-48.5531,67.08,61,92,3.18,BR,overcast clouds
318,Florianopolis,-27.6146,-48.5012,64.54,48,0,4.61,BR,clear sky
319,Japura,-0.3167,102.35,75.29,93,100,1.16,ID,overcast clouds
320,Turbat,26.0023,63.044,87.33,62,26,9.37,PK,scattered clouds
321,Vardo,70.3705,31.1107,60.28,86,75,10.47,NO,broken clouds
322,Rio Gallegos,-51.6226,-69.2181,42.85,56,0,6.91,AR,clear sky
323,San Julian,21.0167,-102.1667,65.8,66,38,4.43,MX,scattered clouds
324,Aksarka,66.5606,67.7975,55.0,44,34,2.62,RU,scattered clouds
325,Lawrenceburg,38.0373,-84.8966,81.99,78,40,8.05,US,scattered clouds
326,Cardenas,23.0375,-81.2047,88.56,66,73,12.66,CU,broken clouds
327,Hambantota,6.1241,81.1185,79.72,78,65,17.83,LK,broken clouds
328,Codrington,-38.2667,141.9667,39.09,78,53,6.08,AU,broken clouds
329,Canutama,-6.5339,-64.3831,84.51,41,84,5.77,BR,broken clouds
330,Husavik,66.0449,-17.3389,47.39,97,100,18.86,IS,overcast clouds
331,Virginia Beach,36.8529,-75.978,84.02,79,75,8.05,US,broken clouds
332,Sandwick,60.0,-1.25,58.82,72,20,16.11,GB,few clouds
333,Menongue,-14.6585,17.691,79.5,8,0,7.99,AO,clear sky
334,Borogontsy,62.6683,131.1683,50.41,99,100,4.07,RU,overcast clouds
335,Kununurra,-15.7667,128.7333,58.98,67,3,4.61,AU,clear sky
336,Caconda,-13.7333,15.0667,81.12,7,3,6.91,AO,clear sky
337,Kokstad,-30.5472,29.4241,42.94,52,9,16.46,ZA,clear sky
338,Havelock,34.8791,-76.9013,84.94,82,75,3.44,US,broken clouds
339,Hlotse,-28.8718,28.045,44.47,33,0,16.2,LS,clear sky
340,Shablykino,52.8566,35.1964,68.13,44,100,7.85,RU,overcast clouds
341,Dagestanskiye Ogni,42.1159,48.192,77.92,58,64,12.75,RU,broken clouds
342,Skibbereen,51.55,-9.2667,64.11,71,17,17.52,IE,few clouds
343,Fez,34.0372,-4.9998,102.45,12,75,10.36,MA,broken clouds
344,Ust-Tsilma,65.441,52.1498,71.4,59,11,3.56,RU,few clouds
345,Pokhara,28.2333,83.9833,73.81,93,100,1.99,NP,moderate rain
346,Acuexcomac,19.0333,-98.3833,61.81,72,40,5.75,MX,scattered clouds
347,Campbell River,50.0163,-125.2446,71.46,88,40,0.0,CA,scattered clouds
348,Pimentel,-6.8367,-79.9342,62.89,82,100,3.44,PE,overcast clouds
349,Tual,-5.6667,132.75,78.96,75,50,24.74,ID,scattered clouds
350,Bandarbeyla,9.4942,50.8122,77.23,84,38,29.59,SO,scattered clouds
351,Sao Miguel Do Araguaia,-13.275,-50.1628,94.05,17,17,9.78,BR,few clouds
352,Khilok,51.3674,110.4676,44.24,72,100,2.21,RU,overcast clouds
353,Inongo,-1.95,18.2667,74.17,74,71,6.4,CD,broken clouds
354,Yerbogachen,61.2767,108.0108,45.03,89,100,3.65,RU,overcast clouds
355,San Patricio,28.017,-97.5169,91.26,59,40,11.43,US,scattered clouds
356,Lorengau,-2.0226,147.2712,79.27,80,16,6.33,PG,few clouds
357,Beringovskiy,63.05,179.3167,43.74,66,1,3.69,RU,clear sky
358,Te Anau,-45.4167,167.7167,43.63,93,98,1.92,NZ,overcast clouds
359,Kampene,-3.6,26.6667,78.37,59,35,1.32,CD,scattered clouds
360,Pangnirtung,66.1451,-65.7125,46.4,87,100,8.05,CA,overcast clouds
361,Mayo,38.8876,-76.5119,87.37,68,0,8.05,US,clear sky
362,Sume,-7.6717,-36.88,84.61,30,8,15.99,BR,clear sky
363,Atar,20.5169,-13.0499,100.83,29,24,3.85,MR,few clouds
364,San Luis,-33.295,-66.3356,65.41,16,0,10.8,AR,clear sky
365,Ashta,23.0167,76.7167,74.84,93,100,9.6,IN,overcast clouds
366,Miyazu,35.5333,135.1833,74.34,97,91,3.38,JP,overcast clouds
367,Sivas,39.7916,37.0019,75.83,49,20,17.27,TR,few clouds
368,Dalvik,65.9702,-18.5286,46.33,98,100,18.34,IS,overcast clouds
369,Dingle,10.9995,122.6711,76.95,90,100,2.44,PH,moderate rain
370,Olafsvik,64.8945,-23.7142,47.01,75,89,16.4,IS,overcast clouds
371,Jalu,29.0331,21.5482,99.99,16,0,14.25,LY,clear sky
372,Caravelas,-17.7125,-39.2481,76.87,62,3,10.94,BR,clear sky
373,Laredo,27.5064,-99.5075,86.29,70,40,17.27,US,scattered clouds
374,Mukhen,48.1,136.1,52.86,93,81,8.3,RU,broken clouds
375,Port-Gentil,-0.7193,8.7815,80.56,69,75,16.11,GA,broken clouds
376,Makakilo City,21.3469,-158.0858,77.32,73,20,10.36,US,few clouds
377,Benjamin Constant,-4.3831,-70.0311,69.93,73,75,6.91,BR,broken clouds
378,Dingli,35.8614,14.3822,82.56,61,20,26.46,MT,few clouds
379,Terrace,54.5163,-128.6035,62.51,82,0,3.44,CA,clear sky
380,Saint George,37.1041,-113.5841,85.42,45,0,8.05,US,clear sky
381,Shimoda,34.6667,138.95,77.11,92,96,4.52,JP,moderate rain
382,Lima,-12.0432,-77.0282,66.9,75,100,6.91,PE,overcast clouds
383,Thinadhoo,0.5333,72.9333,81.82,75,97,6.26,MV,overcast clouds
384,Lulea,65.5842,22.1547,69.87,78,0,11.5,SE,clear sky
385,Kieta,-6.2167,155.6333,77.56,85,90,4.72,PG,light rain
386,Batagay-Alyta,67.8006,130.4114,45.48,95,100,3.67,RU,light rain
387,San Pedro Buenavista,16.0833,-93.1167,79.21,72,84,3.36,MX,broken clouds
388,Sao Sebastiao,-23.76,-45.4097,62.98,69,100,4.38,BR,overcast clouds
389,Ayan,56.45,138.1667,53.94,96,100,19.08,RU,moderate rain
390,Bukoba,-1.3317,31.8122,71.55,71,54,4.52,TZ,broken clouds
391,Nioro,13.35,-15.75,81.28,80,94,11.52,GM,moderate rain
392,Thaton,16.9206,97.3714,77.83,91,99,4.88,MM,heavy intensity rain
393,Brockville,44.5834,-75.6826,85.12,58,54,3.74,CA,broken clouds
394,Lashio,22.9333,97.75,70.36,98,100,0.34,MM,overcast clouds
395,Pestretsy,55.7531,49.6545,77.14,50,1,5.7,RU,clear sky
396,Juarez,31.7333,-106.4833,73.04,89,100,11.5,MX,overcast clouds
397,Cabinda,-5.55,12.2,73.47,72,47,9.8,AO,scattered clouds
398,Shenzhen,22.5455,114.0683,86.27,92,33,6.93,CN,scattered clouds
399,Le Port,-20.9373,55.2919,71.6,72,2,6.98,RE,clear sky
400,Vila Franca Do Campo,37.7167,-25.4333,73.81,64,5,3.53,PT,clear sky
401,Burnie,-41.0667,145.9167,35.94,79,43,3.29,AU,scattered clouds
402,Quatre Cocos,-20.2078,57.7625,71.71,78,29,16.69,MU,light rain
403,Vega De Alatorre,20.0333,-96.6333,85.42,65,81,4.63,MX,broken clouds
404,Pierre,44.3683,-100.351,68.27,88,100,5.99,US,overcast clouds
405,Pelym,61.0108,61.9978,62.28,61,100,3.83,RU,overcast clouds
406,Tashla,51.7716,52.7427,69.84,39,93,5.46,RU,overcast clouds
407,Keizer,44.9901,-123.0262,66.09,80,100,3.44,US,overcast clouds
408,General Roca,-39.0333,-67.5833,60.62,33,95,11.5,AR,overcast clouds
409,Somerset East,-32.7217,25.588,45.21,76,97,12.5,ZA,overcast clouds
410,Kyaikto,17.3,97.0167,79.03,88,100,4.07,MM,moderate rain
411,Leshukonskoye,64.8989,45.7622,69.93,53,4,4.92,RU,clear sky
412,Honningsvag,70.9821,25.9704,67.75,73,75,8.05,NO,light rain
413,Muravlenko,63.7898,74.523,46.9,62,39,16.08,RU,scattered clouds
414,Safaga,26.7292,33.9365,91.8,37,2,7.27,EG,clear sky
415,Zyryanskoye,56.8306,86.6258,54.55,83,98,6.44,RU,overcast clouds
416,Vigrestad,58.5667,5.7,66.81,80,33,15.82,NO,scattered clouds
417,Singapore,1.2897,103.8501,78.84,92,40,2.3,SG,scattered clouds
418,Gotsu,35.0,132.2167,76.96,95,100,0.92,JP,light rain
419,Palmas De Monte Alto,-14.2672,-43.1619,86.13,23,0,10.89,BR,clear sky
420,Mutoko,-17.397,32.2268,70.72,27,16,4.56,ZW,few clouds
421,Matara,5.9485,80.5353,78.6,85,94,10.13,LK,overcast clouds
422,Inisa,7.85,4.3333,78.39,78,90,7.92,NG,light rain
423,Mahanoro,-19.9,48.8,71.13,82,0,11.41,MG,clear sky
424,Cape Canaveral,28.4058,-80.6048,93.02,68,0,6.91,US,clear sky
425,Am Timan,11.0297,20.2827,78.82,85,95,6.71,TD,light rain
426,Ryotsu,38.0833,138.4333,74.84,88,67,6.26,JP,broken clouds
427,Denpasar,-8.65,115.2167,78.46,78,40,16.11,ID,scattered clouds
428,Teguise,29.0605,-13.564,88.02,29,0,17.27,ES,clear sky
429,Aksay,47.26,39.87,70.02,57,100,9.1,RU,overcast clouds
430,Coxim,-18.5067,-54.76,77.59,37,4,9.33,BR,clear sky
431,Bundaberg,-24.85,152.35,51.22,95,5,7.58,AU,clear sky
432,Smithers,54.7804,-127.1743,50.32,100,0,3.44,CA,clear sky
433,Sur,22.5667,59.5289,90.91,58,100,4.72,OM,overcast clouds
434,Panzhihua,26.5851,101.7128,75.13,77,63,2.1,CN,broken clouds
435,Vao,-22.6667,167.4833,72.21,86,100,7.94,NC,overcast clouds
436,Pochutla,15.7432,-96.4661,86.83,54,47,3.67,MX,scattered clouds
437,Sweetwater,25.7634,-80.3731,92.01,69,75,13.8,US,broken clouds
438,Hargeysa,9.56,44.065,83.14,33,95,19.17,SO,overcast clouds
439,Nacala,-14.5428,40.6728,75.11,79,0,11.01,MZ,clear sky
440,Mbaiki,3.8678,17.9892,79.11,79,99,1.34,CF,overcast clouds
441,Goderich,43.7501,-81.7165,80.92,54,86,8.05,CA,overcast clouds
442,Suda,59.1525,37.5582,73.51,45,93,5.37,RU,overcast clouds
443,Road Town,18.4167,-64.6167,87.89,79,40,11.5,VG,scattered clouds
444,Zhigansk,66.7697,123.3711,46.02,93,100,11.36,RU,light rain
445,Marzuq,14.4,46.4667,84.2,50,51,10.87,YE,broken clouds
446,Severnyy,50.677,36.5532,66.24,77,0,8.95,RU,clear sky
447,Tansen,27.8673,83.5467,67.08,94,100,3.76,NP,overcast clouds
448,Glendive,47.1053,-104.7125,74.48,60,0,6.91,US,clear sky
449,Katsuura,35.1333,140.3,78.82,95,100,6.49,JP,overcast clouds
450,Tomatlan,19.9333,-105.25,86.41,62,93,1.92,MX,overcast clouds
451,Collie,-33.3667,116.15,45.54,95,3,0.43,AU,clear sky
452,Castelo,-20.6036,-41.1847,64.76,84,100,5.26,BR,overcast clouds
453,Shahr-E Babak,30.1165,55.1186,77.41,9,2,16.28,IR,clear sky
454,Turtas,58.9417,69.1325,51.71,86,90,4.76,RU,overcast clouds
455,Malanje,-9.5402,16.341,87.33,9,99,5.19,AO,overcast clouds
456,Fairbanks,64.8378,-147.7164,54.82,73,100,5.75,US,haze
457,Mountain Home,43.133,-115.6912,71.08,56,75,8.05,US,broken clouds
458,Chapais,49.7834,-74.8492,71.38,64,64,10.22,CA,broken clouds
459,Nova Olimpia,-14.7972,-57.2881,75.04,30,1,5.53,BR,clear sky
460,Isabela,6.7085,121.9711,78.85,85,90,5.06,PH,overcast clouds
461,Longview,32.5007,-94.7405,80.55,80,75,9.22,US,broken clouds
462,Turinskaya Sloboda,57.6232,64.3858,58.71,85,81,6.51,RU,broken clouds
463,Port Moresby,-9.4431,147.1797,71.02,88,40,3.44,PG,scattered clouds
464,Sovetskiy,61.3614,63.5842,59.18,46,100,4.16,RU,overcast clouds
465,Winchester,51.0651,-1.3187,76.24,54,40,17.27,GB,scattered clouds
466,Peleduy,59.6289,112.7406,48.31,99,100,4.59,RU,overcast clouds
467,Sechura,-5.5569,-80.8222,71.6,61,87,7.38,PE,overcast clouds
468,San Jose De Rio Tinto,14.9333,-85.7,89.17,70,33,3.76,HN,scattered clouds
469,Yelovo,57.0538,54.9207,66.09,64,2,4.79,RU,clear sky
470,Curaca,-8.9903,-39.9094,87.58,27,4,20.42,BR,clear sky
471,Portales,34.1862,-103.3344,79.11,81,100,9.04,US,overcast clouds
472,Soledade,-28.8183,-52.5103,56.28,50,0,5.53,BR,clear sky
473,Ballina,-28.8667,153.5667,50.77,80,20,5.84,AU,few clouds
474,Shitanjing,39.2342,106.3439,79.0,44,93,4.43,CN,overcast clouds
475,Salekhard,66.53,66.6019,52.5,48,57,7.7,RU,broken clouds
476,Varzea Da Palma,-17.5981,-44.7308,87.03,24,2,11.1,BR,clear sky
477,Jardim,-21.4803,-56.1381,69.06,44,0,6.24,BR,clear sky
478,Lazaro Cardenas,17.9583,-102.2,86.05,62,68,4.05,MX,broken clouds
479,Ulcinj,41.9294,19.2244,86.22,69,0,9.75,ME,clear sky
480,Santa Barbara,34.7333,-120.0343,70.34,30,0,4.07,US,clear sky
481,Nizhniy Kuranakh,58.8353,125.4869,46.02,95,54,0.67,RU,broken clouds
482,Lokachi,50.737,24.6494,79.75,57,42,8.46,UA,scattered clouds
483,Zhezkazgan,47.8043,67.7144,59.31,42,13,10.89,KZ,few clouds
484,Kodinsk,58.6881,99.1844,51.87,97,100,4.12,RU,overcast clouds
485,Wajima,37.4,136.9,74.93,82,55,8.23,JP,broken clouds
486,Hasaki,35.7333,140.8333,77.4,94,100,7.0,JP,light rain
487,Ballyshannon,54.5,-8.1833,62.46,64,4,16.84,IE,clear sky
488,Bichura,50.5881,107.6022,50.99,67,100,3.6,RU,light rain
489,Saint-Francois,46.4154,3.9054,78.24,47,40,9.22,FR,scattered clouds
490,Tyup,42.7276,78.3648,48.07,57,57,8.5,KG,broken clouds
491,Quito,-0.2299,-78.5249,56.35,54,75,5.37,EC,light rain
492,Buin,-33.7333,-70.75,73.87,34,1,0.96,CL,clear sky
493,Inta,66.0317,60.1659,62.55,77,85,10.49,RU,overcast clouds
494,High Level,58.5169,-117.136,69.91,46,40,10.36,CA,smoke
495,Mastung,29.7994,66.845,67.35,89,94,5.53,PK,overcast clouds
496,Pho Chai,16.3283,103.7703,77.09,98,100,7.83,TH,light rain
497,Kokkola,63.8385,23.1307,78.96,57,0,14.97,FI,clear sky
498,Opuwo,-18.0607,13.84,75.61,8,3,16.73,NA,clear sky
499,Yibin,28.7667,104.6238,86.72,65,98,1.14,CN,overcast clouds
500,Rocha,-34.4833,-54.3333,58.48,43,26,8.21,UY,scattered clouds
501,Cockburn Town,21.4612,-71.1419,85.96,70,40,16.11,TC,scattered clouds
502,Kysyl-Syr,63.8986,122.7617,44.62,97,100,5.66,RU,overcast clouds
503,Marsh Harbour,26.5412,-77.0636,85.17,72,7,12.66,BS,clear sky
504,Lebanon,36.2081,-86.2911,80.17,83,100,11.5,US,overcast clouds
505,Kumluca,36.3703,30.2869,88.21,54,0,4.43,TR,clear sky
506,Kaeo,-35.1,173.7833,55.33,97,24,4.59,NZ,few clouds
507,Namatanai,-3.6667,152.4333,78.39,82,45,7.02,PG,light rain
508,Samarai,-10.6167,150.6667,77.58,82,81,11.63,PG,broken clouds
509,Harper,4.375,-7.7169,78.55,72,94,9.48,LR,overcast clouds
510,Forssa,60.8146,23.6215,77.41,58,100,12.62,FI,overcast clouds
511,Torres,-29.3353,-49.7269,59.83,57,0,7.45,BR,clear sky
512,Pingdu,36.7844,119.9464,64.13,81,3,1.86,CN,clear sky
513,Haines Junction,60.7522,-137.5108,40.95,87,80,0.0,CA,broken clouds
514,Lasa,46.6166,10.7002,77.68,73,78,5.73,IT,broken clouds
515,Manado,1.487,124.8455,81.37,65,20,3.44,ID,few clouds
516,Ambovombe,-25.1667,46.0833,71.17,72,1,7.54,MG,clear sky
517,Ikom,5.9667,8.7063,81.19,86,62,0.6,NG,light rain
518,Severodvinsk,64.5635,39.8302,78.91,55,24,7.63,RU,few clouds
519,Concepcion Del Uruguay,-32.4825,-58.2372,61.99,40,61,1.99,AR,broken clouds
520,Sembe,1.6481,14.5806,83.7,60,86,2.24,CG,overcast clouds
521,Kupang,-10.1667,123.5833,75.67,71,4,13.33,ID,clear sky
522,Sangar,63.9242,127.4739,48.47,91,100,5.46,RU,overcast clouds
523,Areia Branca,-4.9561,-37.1369,95.2,36,80,6.64,BR,broken clouds
524,Bonavista,48.6499,-53.1147,66.47,82,77,11.18,CA,broken clouds
525,Oriximina,-1.7656,-55.8661,97.12,31,10,6.55,BR,clear sky
526,Duma,34.7653,108.135,76.82,70,54,5.39,CN,broken clouds
527,Panambi,-28.2925,-53.5017,57.63,60,0,8.12,BR,clear sky
528,Roald,62.5833,6.1333,70.16,77,0,11.5,NO,clear sky
529,Erenhot,43.6475,111.9767,81.54,23,26,17.78,CN,scattered clouds
530,Jesus De Otoro,14.4833,-87.9833,80.26,57,28,4.14,HN,scattered clouds
531,Chake Chake,-5.2459,39.7666,73.17,77,2,8.21,TZ,clear sky
532,Luwuk,-0.9516,122.7875,74.19,87,61,5.08,ID,broken clouds
533,Cocal,-28.6167,-49.35,61.56,51,0,5.35,BR,clear sky
534,Grand Gaube,-20.0064,57.6608,72.0,73,13,8.99,MU,few clouds
535,Faanui,-16.4833,-151.75,77.83,74,58,16.53,PF,broken clouds
536,Ust-Ordynskiy,52.805,104.7508,45.0,94,100,5.86,RU,overcast clouds
537,Nishihara,26.1842,127.7558,84.25,84,40,12.66,JP,scattered clouds
538,Krasnoselkup,65.7,82.4667,48.29,70,72,20.83,RU,broken clouds
539,Kloulklubed,7.0419,134.2556,75.7,71,100,1.25,PW,overcast clouds
540,Tazmalt,36.3868,4.3989,95.67,16,0,7.11,DZ,clear sky
541,Hay River,60.8156,-115.7999,62.58,67,50,10.36,CA,scattered clouds
542,Kampot,10.6167,104.1833,82.45,88,100,5.99,KH,overcast clouds
543,Flinders,-34.5833,150.8552,51.06,81,71,12.08,AU,broken clouds
544,Chokurdakh,70.6333,147.9167,56.16,68,14,8.46,RU,few clouds
545,Vostok,46.4856,135.8833,46.99,94,11,7.0,RU,few clouds
546,Yazd,31.8972,54.3675,87.91,8,0,4.61,IR,clear sky
547,Namibe,-15.1961,12.1522,66.18,75,3,11.83,AO,clear sky
548,Carbonia,39.1672,8.5222,85.15,62,0,18.75,IT,clear sky
549,Luanda,-8.8368,13.2343,69.66,79,5,15.19,AO,clear sky
550,Hami,42.8,93.45,75.58,18,20,11.14,CN,few clouds
551,Evanston,42.0411,-87.6901,73.4,80,75,11.5,US,broken clouds
552,Ostrovnoy,68.0531,39.5131,71.22,71,87,17.31,RU,overcast clouds
553,Kurya,51.6003,82.2888,50.86,80,22,3.2,RU,few clouds
554,Zabol,32.25,67.25,73.62,59,93,10.94,AF,overcast clouds
555,Cedar City,37.6775,-113.0619,72.39,77,0,4.61,US,clear sky
556,Tashara,55.5195,83.5094,55.06,75,97,5.06,RU,overcast clouds
557,Lander,42.833,-108.7307,72.99,46,0,0.0,US,clear sky
558,Gallup,35.5281,-108.7426,63.36,77,100,13.8,US,overcast clouds
559,Mandan,46.8267,-100.8896,74.37,78,0,3.44,US,clear sky
560,Apollonia,36.9716,24.7231,85.59,66,0,7.94,GR,clear sky
561,Charlestown,-32.95,151.6667,56.73,79,59,3.0,AU,light rain
562,Riviere-Au-Renard,48.9957,-64.3971,84.49,62,26,13.42,CA,scattered clouds
563,La Rioja,42.25,-2.5,87.58,22,2,6.26,ES,clear sky
564,Vestmanna,62.1564,-7.1664,50.92,87,100,4.61,FO,moderate rain
565,Tsumeb,-19.2333,17.7167,72.57,10,59,15.77,NA,broken clouds
566,Prieska,-29.6641,22.7474,57.31,25,0,7.56,ZA,clear sky
567,Enid,36.3956,-97.8784,87.03,61,100,13.8,US,overcast clouds
568,Antigonish,45.6169,-61.9986,77.83,69,2,1.99,CA,clear sky
569,Misratah,32.3754,15.0925,83.23,63,0,19.35,LY,clear sky
570,Filingue,14.3521,3.3168,81.63,63,100,4.03,NE,overcast clouds
571,Porto Novo,6.4965,2.6036,80.08,69,92,11.5,BJ,overcast clouds
572,Ondangwa,-17.9167,15.95,87.8,11,6,9.22,NA,clear sky
573,Thio,-21.6167,166.2167,64.36,84,93,3.29,NC,overcast clouds
574,Gat,31.61,34.7642,88.39,2,0,7.54,IL,clear sky
